file,notes,barlines
kindr038.krn,30,10
kindr212.krn,27,8
kindr206.krn,46,12
kindr164.krn,73,20
kindr170.krn,17,4
kindr158.krn,30,8
kindr174.krn,38,11
kindr160.krn,53,16
kindr148.krn,52,16
kindr202.krn,34,8
kindr014.krn,40,16
kindr028.krn,27,10
kindr029.krn,44,12
kindr015.krn,46,16
kindr001.krn,30,10
kindr203.krn,54,15
kindr149.krn,27,10
kindr161.krn,26,8
kindr175.krn,66,16
kindr163.krn,41,12
kindr177.krn,13,4
kindr188.krn,26,8
kindr201.krn,32,12
kindr017.krn,32,10
kindr003.krn,33,10
kindr002.krn,27,8
kindr016.krn,50,16
kindr200.krn,28,8
kindr189.krn,38,12
kindr176.krn,46,14
kindr162.krn,51,14
kindr147.krn,47,16
kindr153.krn,69,20
kindr184.krn,28,10
kindr190.krn,27,8
kindr033.krn,42,12
kindr027.krn,44,10
kindr026.krn,32,10
kindr032.krn,43,12
kindr191.krn,24,8
kindr185.krn,30,10
kindr152.krn,15,4
kindr146.krn,35,9
kindr178.krn,29,8
kindr150.krn,26,8
kindr144.krn,36,10
kindr193.krn,29,8
kindr187.krn,28,9
kindr018.krn,33,10
kindr024.krn,45,16
kindr030.krn,42,12
kindr031.krn,47,12
kindr025.krn,27,8
kindr019.krn,43,12
kindr186.krn,30,11
kindr192.krn,31,10
kindr145.krn,47,14
kindr151.krn,67,18
kindr179.krn,33,9
kindr155.krn,24,8
kindr141.krn,28,8
kindr169.krn,15,4
kindr196.krn,32,12
kindr182.krn,41,10
kindr021.krn,37,9
kindr035.krn,34,10
kindr009.krn,54,16
kindr008.krn,33,10
kindr034.krn,88,18
kindr020.krn,20,8
kindr183.krn,60,14
kindr197.krn,28,8
kindr168.krn,56,16
kindr140.krn,89,24
kindr154.krn,20,8
kindr142.krn,27,8
kindr156.krn,29,10
kindr181.krn,54,16
kindr195.krn,38,9
kindr208.krn,26,8
kindr036.krn,21,6
kindr022.krn,67,24
kindr023.krn,20,8
kindr037.krn,28,8
kindr209.krn,22,8
kindr194.krn,29,8
kindr180.krn,24,8
kindr157.krn,29,10
kindr143.krn,52,14
kindr118.krn,47,14
kindr124.krn,35,10
kindr130.krn,31,8
kindr078.krn,42,12
kindr050.krn,78,24
kindr044.krn,27,8
kindr093.krn,25,8
kindr087.krn,35,12
kindr086.krn,19,8
kindr092.krn,40,12
kindr045.krn,47,16
kindr051.krn,27,8
kindr079.krn,29,10
kindr131.krn,27,8
kindr125.krn,31,8
kindr119.krn,45,12
kindr133.krn,45,12
kindr127.krn,85,26
kindr047.krn,60,19
kindr053.krn,42,12
kindr084.krn,52,14
kindr090.krn,37,11
kindr091.krn,36,10
kindr085.krn,22,8
kindr052.krn,49,14
kindr046.krn,59,18
kindr126.krn,51,16
kindr132.krn,15,4
kindr136.krn,55,16
kindr122.krn,46,16
kindr042.krn,39,12
kindr056.krn,49,14
kindr081.krn,69,22
kindr095.krn,24,8
kindr094.krn,24,8
kindr080.krn,68,18
kindr057.krn,59,18
kindr043.krn,30,9
kindr123.krn,47,16
kindr137.krn,28,8
kindr121.krn,59,20
kindr135.krn,44,12
kindr109.krn,31,8
kindr055.krn,42,16
kindr041.krn,49,16
kindr069.krn,20,8
kindr096.krn,26,8
kindr082.krn,34,10
kindr083.krn,44,13
kindr097.krn,39,12
kindr068.krn,36,10
kindr040.krn,45,16
kindr054.krn,51,14
kindr108.krn,30,8
kindr134.krn,47,12
kindr120.krn,43,16
deut5144.krn,28,8
deut5145.krn,41,12
deut5142.krn,22,8
deut5143.krn,51,16
deut5141.krn,28,8
deut5140.krn,29,8
deut5133.krn,26,7
deut5127.krn,15,4
deut5126.krn,30,8
deut5132.krn,28,7
deut5124.krn,51,16
deut5130.krn,26,7
deut5131.krn,26,7
deut5125.krn,55,14
deut5121.krn,68,27
deut5135.krn,26,7
deut5134.krn,26,7
deut5120.krn,64,24
deut5136.krn,26,7
deut5122.krn,29,8
deut5123.krn,14,4
deut5137.krn,26,7
deut5139.krn,84,24
deut5138.krn,29,8
deut5128.krn,27,7
deut5129.krn,26,7
deut3858.krn,58,22
deut3870.krn,66,21
deut3864.krn,40,9
deut4058.krn,21,6
deut4070.krn,51,18
deut4064.krn,39,14
deut3938.krn,59,21
deut3904.krn,31,16
deut3910.krn,38,11
deut3911.krn,27,9
deut3905.krn,30,9
deut3939.krn,57,17
deut4065.krn,52,16
deut4071.krn,68,22
deut4059.krn,54,14
deut3865.krn,52,16
deut3871.krn,48,14
deut3859.krn,61,30
deut3898.krn,60,18
deut3867.krn,56,24
deut3873.krn,80,17
deut4067.krn,74,22
deut4073.krn,144,53
deut3913.krn,37,12
deut3907.krn,37,15
deut3906.krn,32,14
deut3912.krn,38,11
deut4072.krn,75,25
deut4066.krn,54,20
deut3872.krn,66,22
deut3866.krn,77,21
deut3899.krn,36,17
deut3889.krn,52,20
deut3862.krn,34,10
deut3876.krn,59,22
deut4062.krn,67,20
deut4076.krn,37,10
deut3916.krn,98,43
deut3902.krn,46,12
deut3903.krn,37,12
deut3917.krn,34,9
deut4077.krn,51,16
deut4063.krn,91,27
deut3877.krn,46,17
deut3863.krn,102,32
deut3888.krn,47,22
deut3875.krn,48,14
deut3861.krn,50,15
deut3849.krn,34,10
deut4075.krn,81,28
deut4061.krn,63,30
deut4049.krn,58,18
deut3901.krn,42,14
deut3915.krn,33,11
deut3929.krn,56,23
deut3928.krn,70,26
deut3914.krn,41,11
deut3900.krn,30,10
deut4048.krn,55,18
deut4060.krn,15,7
deut4074.krn,20,9
deut3848.krn,42,13
deut3860.krn,61,24
deut3874.krn,60,17
deut3813.krn,89,39
deut3807.krn,35,16
deut3998.krn,36,10
deut4013.krn,40,12
deut4007.krn,34,17
deut3783.krn,50,14
deut3797.krn,42,10
deut3967.krn,26,12
deut3973.krn,74,22
deut3972.krn,56,14
deut3966.krn,56,19
deut3796.krn,32,16
deut3782.krn,34,8
deut4006.krn,46,20
deut4012.krn,40,12
deut3999.krn,31,10
deut3806.krn,43,10
deut3812.krn,56,16
deut3838.krn,35,16
deut3804.krn,34,11
deut3810.krn,16,4
deut4038.krn,34,16
deut4004.krn,30,15
deut4010.krn,38,10
deut3794.krn,30,15
deut3780.krn,28,11
deut3958.krn,22,6
deut3970.krn,38,17
deut3964.krn,84,23
deut3965.krn,25,7
deut3971.krn,52,16
deut3959.krn,64,21
deut3781.krn,34,15
deut3795.krn,35,16
deut4011.krn,30,8
deut4005.krn,32,16
deut4039.krn,19,7
deut3811.krn,60,14
deut3805.krn,29,8
deut3839.krn,43,16
deut3801.krn,42,18
deut3815.krn,43,13
deut3829.krn,66,21
deut4001.krn,32,8
deut4015.krn,44,10
deut4029.krn,26,12
deut3975.krn,42,20
deut3961.krn,67,28
deut3791.krn,30,15
deut3949.krn,52,13
deut3785.krn,57,18
deut3784.krn,53,20
deut3948.krn,59,20
deut3790.krn,44,10
deut3960.krn,28,8
deut3974.krn,36,16
deut4028.krn,43,21
deut4014.krn,48,14
deut4000.krn,37,12
deut3828.krn,41,11
deut3814.krn,41,17
deut3800.krn,35,8
deut3816.krn,46,13
deut3802.krn,36,7
deut3779.krn,34,8
deut4016.krn,34,9
deut4002.krn,40,16
deut3989.krn,53,16
deut3962.krn,36,11
deut3976.krn,67,22
deut3786.krn,55,16
deut3792.krn,36,15
deut3793.krn,32,15
deut3787.krn,53,19
deut3977.krn,48,14
deut3963.krn,32,8
deut3988.krn,27,8
deut4003.krn,30,12
deut4017.krn,30,8
deut3778.krn,40,9
deut3803.krn,35,16
deut3817.krn,32,13
deut3832.krn,35,10
deut3826.krn,44,20
deut3775.krn,23,7
deut3985.krn,82,26
deut4032.krn,51,16
deut3991.krn,32,8
deut4026.krn,42,11
deut3946.krn,60,21
deut3952.krn,40,13
deut3953.krn,51,21
deut3947.krn,55,17
deut4027.krn,15,8
deut3990.krn,36,8
deut4033.krn,50,14
deut3984.krn,61,17
deut3774.krn,104,26
deut3827.krn,61,17
deut3833.krn,31,8
deut3819.krn,39,10
deut3825.krn,39,20
deut3831.krn,40,18
deut4019.krn,40,12
deut3776.krn,80,22
deut3992.krn,34,8
deut4025.krn,45,12
deut3986.krn,72,26
deut4031.krn,77,31
deut3979.krn,42,12
deut3789.krn,36,16
deut3951.krn,41,13
deut3945.krn,51,14
deut3944.krn,71,16
deut3950.krn,40,12
deut3788.krn,31,10
deut3978.krn,42,14
deut4030.krn,54,25
deut3987.krn,41,10
deut4024.krn,93,26
deut3993.krn,37,8
deut3777.krn,59,16
deut4018.krn,52,20
deut3830.krn,36,12
deut3824.krn,42,16
deut3818.krn,39,10
deut3820.krn,27,8
deut3834.krn,32,8
deut3808.krn,38,16
deut3997.krn,31,16
deut4020.krn,92,26
deut3983.krn,61,20
deut4034.krn,50,14
deut3773.krn,60,21
deut4008.krn,30,14
deut3954.krn,51,20
deut3798.krn,37,16
deut3940.krn,73,26
deut3968.krn,39,10
deut3969.krn,70,18
deut3941.krn,64,29
deut3799.krn,41,10
deut3955.krn,53,21
deut4009.krn,32,10
deut4035.krn,48,15
deut3982.krn,58,20
deut4021.krn,52,24
deut3996.krn,37,13
deut3809.krn,40,8
deut3835.krn,39,12
deut3821.krn,38,17
deut3837.krn,26,8
deut3823.krn,41,13
deut3980.krn,70,24
deut4037.krn,51,12
deut3994.krn,27,13
deut4023.krn,60,21
deut3943.krn,79,23
deut3957.krn,26,12
deut3956.krn,51,15
deut3942.krn,103,29
deut4022.krn,135,51
deut3995.krn,33,8
deut4036.krn,37,11
deut3981.krn,73,26
deut3822.krn,49,12
deut3836.krn,41,10
deut3892.krn,27,14
deut3886.krn,59,21
deut3879.krn,60,17
deut3851.krn,24,8
deut3845.krn,34,8
deut4079.krn,57,22
deut4051.krn,90,31
deut4045.krn,39,12
deut3919.krn,39,14
deut3925.krn,42,19
deut3931.krn,41,17
deut3930.krn,47,24
deut3924.krn,43,17
deut3918.krn,26,8
deut4044.krn,17,8
deut4050.krn,26,12
deut4078.krn,143,48
deut3844.krn,48,13
deut3850.krn,26,6
deut3878.krn,56,21
deut3887.krn,59,16
deut3893.krn,37,18
deut3885.krn,58,19
deut3891.krn,54,16
deut3846.krn,37,14
deut3852.krn,55,21
deut4046.krn,40,14
deut4052.krn,76,37
deut3932.krn,25,6
deut3926.krn,58,16
deut3927.krn,67,26
deut3933.krn,81,30
deut4053.krn,47,19
deut4047.krn,56,20
deut3853.krn,25,8
deut3847.krn,39,11
deut3890.krn,43,12
deut3884.krn,56,16
deut3880.krn,53,28
deut3894.krn,45,14
deut3843.krn,52,22
deut3857.krn,54,13
deut4043.krn,64,16
deut4057.krn,59,14
deut4080.krn,82,26
deut3937.krn,29,15
deut3923.krn,43,10
deut3922.krn,73,25
deut3936.krn,64,22
deut4081.krn,70,24
deut4056.krn,62,20
deut4042.krn,76,19
deut3856.krn,52,17
deut3842.krn,44,19
deut3895.krn,30,9
deut3881.krn,41,17
deut3897.krn,29,8
deut3883.krn,52,16
deut3854.krn,59,18
deut3840.krn,39,18
deut3868.krn,86,25
deut4054.krn,50,15
deut4040.krn,177,57
deut4068.krn,89,31
deut3920.krn,37,10
deut3934.krn,35,14
deut3908.krn,37,10
deut3909.krn,44,12
deut3935.krn,62,28
deut3921.krn,42,9
deut4069.krn,92,28
deut4041.krn,66,17
deut4055.krn,47,20
deut3869.krn,61,24
deut3841.krn,27,6
deut3855.krn,59,17
deut3882.krn,52,17
deut3896.krn,31,13
deut2039.krn,83,16
deut2011.krn,28,8
deut2005.krn,69,18
deut1726.krn,66,18
deut1732.krn,65,20
deut2213.krn,51,16
deut2207.krn,37,16
deut1929.krn,37,10
deut1901.krn,78,20
deut1915.krn,30,7
deut1652.krn,35,19
deut1646.krn,46,14
deut1849.krn,56,14
deut1691.krn,42,16
deut1685.krn,21,4
deut1875.krn,65,16
deut1861.krn,43,12
deut2159.krn,35,8
deut2165.krn,44,12
deut2171.krn,54,15
deut2170.krn,66,16
deut2164.krn,58,16
deut2158.krn,67,18
deut1860.krn,92,16
deut1874.krn,46,12
deut1684.krn,18,8
deut1690.krn,36,12
deut1848.krn,52,14
deut1647.krn,50,15
deut1653.krn,39,13
deut1914.krn,45,14
deut1900.krn,96,34
deut1928.krn,66,32
deut2206.krn,53,12
deut2212.krn,81,28
deut1733.krn,64,20
deut1727.krn,73,16
deut2004.krn,39,12
deut2010.krn,26,8
deut2038.krn,87,18
deut2006.krn,28,8
deut2012.krn,39,10
deut2238.krn,36,10
deut1731.krn,78,16
deut1725.krn,61,18
deut2204.krn,38,8
deut2210.krn,45,12
deut1719.krn,49,16
deut1916.krn,33,9
deut1902.krn,52,20
deut1645.krn,57,14
deut1651.krn,49,20
deut1889.krn,58,12
deut1679.krn,49,14
deut1686.krn,36,12
deut1692.krn,111,36
deut1862.krn,70,12
deut1876.krn,32,10
deut2172.krn,56,12
deut2166.krn,44,14
deut2199.krn,34,8
deut2198.krn,30,8
deut2167.krn,52,16
deut2173.krn,64,18
deut1877.krn,52,15
deut1863.krn,31,10
deut1693.krn,29,8
deut1687.krn,24,8
deut1678.krn,46,12
deut1888.krn,56,16
deut1650.krn,47,20
deut1644.krn,53,14
deut1903.krn,67,14
deut1917.krn,29,9
deut1718.krn,45,16
deut2211.krn,33,8
deut2205.krn,26,8
deut1724.krn,74,24
deut1730.krn,77,16
deut2239.krn,49,14
deut2013.krn,67,20
deut2007.krn,26,8
deut2003.krn,51,14
deut2017.krn,82,24
deut1708.krn,71,22
deut2201.krn,36,8
deut2215.krn,30,8
deut1734.krn,44,16
deut1720.krn,43,8
deut2229.krn,32,8
deut1913.krn,39,12
deut1907.krn,121,24
deut1668.krn,63,23
deut1640.krn,23,6
deut1898.krn,56,23
deut1654.krn,60,16
deut1867.krn,49,12
deut1873.krn,50,12
deut1683.krn,16,4
deut1697.krn,50,12
deut2177.krn,52,12
deut2163.krn,47,21
deut2188.krn,49,12
deut2189.krn,41,12
deut2162.krn,59,14
deut2176.krn,56,24
deut1696.krn,47,12
deut1682.krn,26,6
deut1872.krn,56,16
deut1866.krn,47,12
deut1655.krn,30,12
deut1899.krn,39,12
deut1641.krn,47,22
deut1669.krn,16,4
deut1906.krn,54,12
deut1912.krn,40,15
deut2228.krn,35,8
deut1721.krn,66,20
deut1735.krn,67,12
deut2214.krn,34,8
deut2200.krn,34,8
deut1709.krn,29,10
deut2016.krn,86,24
deut2002.krn,33,8
deut2014.krn,54,16
deut2000.krn,54,16
deut2028.krn,73,24
deut2216.krn,36,16
deut2202.krn,34,8
deut1723.krn,34,8
deut1737.krn,62,16
deut1904.krn,65,14
deut1910.krn,39,9
deut1938.krn,61,28
deut1657.krn,24,8
deut1643.krn,38,10
deut1870.krn,114,20
deut1864.krn,30,10
deut1694.krn,23,8
deut1858.krn,41,10
deut1680.krn,41,10
deut2160.krn,50,16
deut2174.krn,37,16
deut2148.krn,32,10
deut2149.krn,32,16
deut2175.krn,32,8
deut2161.krn,63,28
deut1681.krn,18,8
deut1859.krn,76,24
deut1695.krn,30,8
deut1865.krn,51,16
deut1871.krn,80,24
deut1642.krn,54,15
deut1656.krn,46,16
deut1939.krn,47,12
deut1911.krn,31,8
deut1905.krn,36,8
deut1736.krn,64,24
deut1722.krn,57,16
deut2203.krn,33,8
deut2217.krn,26,15
deut2029.krn,74,24
deut2001.krn,116,40
deut2015.krn,32,8
deut2072.krn,46,16
deut2066.krn,48,17
deut2099.krn,24,6
deut1745.krn,56,11
deut1989.krn,49,16
deut1751.krn,57,12
deut2258.krn,38,17
deut1779.krn,53,12
deut2270.krn,52,16
deut2264.krn,36,17
deut1786.krn,56,16
deut1792.krn,26,8
deut1962.krn,57,14
deut1976.krn,64,24
deut1631.krn,62,13
deut1816.krn,54,12
deut1802.krn,44,10
deut2106.krn,29,8
deut2112.krn,40,12
deut2113.krn,40,12
deut2107.krn,48,14
deut1803.krn,45,10
deut1817.krn,56,16
deut1630.krn,28,8
deut1977.krn,60,16
deut1963.krn,56,16
deut1793.krn,44,12
deut1787.krn,90,16
deut2265.krn,36,17
deut2271.krn,56,14
deut1778.krn,64,12
deut2259.krn,44,12
deut1750.krn,43,8
deut1988.krn,48,16
deut1744.krn,56,12
deut2098.krn,24,8
deut2067.krn,34,10
deut2073.krn,28,8
deut2059.krn,71,32
deut2065.krn,43,9
deut2071.krn,27,8
deut1752.krn,65,12
deut1746.krn,84,20
deut2267.krn,39,10
deut1791.krn,87,32
deut1949.krn,54,12
deut1785.krn,74,16
deut1975.krn,38,8
deut1961.krn,51,14
deut1632.krn,63,16
deut1829.krn,89,20
deut1801.krn,56,16
deut1815.krn,46,12
deut2139.krn,86,16
deut2111.krn,47,14
deut2105.krn,46,17
deut2104.krn,51,16
deut2110.krn,25,8
deut2138.krn,58,12
deut1814.krn,81,20
deut1800.krn,54,16
deut1828.krn,42,12
deut1633.krn,64,14
deut1960.krn,39,10
deut1974.krn,33,10
deut1784.krn,72,16
deut1948.krn,65,12
deut1790.krn,85,32
deut2266.krn,33,14
deut1747.krn,45,10
deut1753.krn,38,10
deut2070.krn,34,10
deut2064.krn,40,9
deut2058.krn,49,12
deut2060.krn,34,9
deut2074.krn,49,12
deut2048.krn,52,12
deut2262.krn,64,23
deut1757.krn,50,12
deut1743.krn,78,16
deut1970.krn,46,8
deut1964.krn,63,16
deut1794.krn,26,8
deut1780.krn,45,10
deut1958.krn,59,16
deut1637.krn,31,8
deut1804.krn,32,10
deut1810.krn,38,12
deut1838.krn,71,12
deut2114.krn,64,20
deut2100.krn,26,8
deut2128.krn,64,18
deut2129.krn,27,10
deut2101.krn,32,10
deut2115.krn,52,15
deut1839.krn,41,16
deut1811.krn,70,16
deut1805.krn,73,14
deut1636.krn,60,16
deut1959.krn,58,16
deut1781.krn,59,14
deut1795.krn,26,8
deut1965.krn,74,22
deut1971.krn,44,14
deut1742.krn,61,12
deut1756.krn,45,11
deut2263.krn,49,12
deut2049.krn,32,10
deut2075.krn,43,14
deut2061.krn,34,9
deut2077.krn,26,8
deut2063.krn,74,24
deut2088.krn,36,10
deut2261.krn,57,22
deut1768.krn,73,20
deut2249.krn,35,8
deut1998.krn,28,8
deut1740.krn,90,24
deut1754.krn,46,12
deut1967.krn,53,15
deut1973.krn,66,20
deut1783.krn,61,12
deut1797.krn,109,20
deut1634.krn,50,20
deut1813.krn,51,12
deut1807.krn,60,12
deut2103.krn,44,14
deut2117.krn,43,16
deut2116.krn,28,10
deut2102.krn,39,12
deut1806.krn,46,10
deut1812.krn,30,8
deut1635.krn,19,6
deut1796.krn,26,8
deut1782.krn,64,12
deut1972.krn,51,12
deut1966.krn,29,8
deut1755.krn,56,16
deut1741.krn,60,13
deut1999.krn,63,12
deut2248.krn,31,8
deut1769.krn,69,34
deut2260.krn,32,8
deut2089.krn,28,8
deut2062.krn,50,16
deut2076.krn,56,16
deut2053.krn,52,14
deut2047.krn,90,20
deut2090.krn,27,8
deut2084.krn,41,15
deut1764.krn,75,24
deut1770.krn,23,8
deut2251.krn,32,7
deut1980.krn,33,12
deut1758.krn,33,8
deut1994.krn,29,10
deut2245.krn,26,8
deut1943.krn,37,8
deut1957.krn,65,19
deut1638.krn,42,12
deut1837.krn,39,8
deut1823.krn,37,10
deut2127.krn,26,8
deut2133.krn,33,8
deut2132.krn,57,18
deut2126.krn,36,10
deut1822.krn,54,12
deut1836.krn,41,12
deut1639.krn,55,16
deut1956.krn,23,6
deut1942.krn,50,12
deut2244.krn,41,9
deut1995.krn,49,15
deut1759.krn,52,12
deut1981.krn,56,16
deut2250.krn,23,8
deut1771.krn,35,8
deut1765.krn,45,8
deut2085.krn,35,8
deut2091.krn,27,8
deut2046.krn,45,14
deut2052.krn,90,24
deut2078.krn,36,12
deut2044.krn,63,23
deut2050.krn,68,14
deut2087.krn,35,10
deut2093.krn,36,15
deut1773.krn,64,20
deut1767.krn,55,20
deut1997.krn,46,13
deut2246.krn,32,8
deut2252.krn,33,12
deut1983.krn,52,16
deut1968.krn,63,16
deut1954.krn,24,6
deut1798.krn,48,12
deut1940.krn,32,8
deut1808.krn,48,10
deut1820.krn,59,24
deut1834.krn,38,12
deut2118.krn,31,12
deut2130.krn,51,16
deut2124.krn,33,10
deut2125.krn,28,8
deut2131.krn,48,12
deut2119.krn,35,8
deut1835.krn,41,12
deut1821.krn,31,7
deut1809.krn,55,12
deut1941.krn,57,12
deut1799.krn,61,24
deut1955.krn,24,6
deut1969.krn,44,8
deut1982.krn,60,17
deut2253.krn,42,18
deut2247.krn,35,9
deut1996.krn,48,16
deut1766.krn,40,11
deut1772.krn,59,16
deut2092.krn,26,8
deut2086.krn,37,8
deut2051.krn,51,10
deut2045.krn,32,9
deut2079.krn,28,8
deut2041.krn,63,18
deut2055.krn,26,8
deut2069.krn,40,12
deut2082.krn,30,8
deut2096.krn,22,7
deut1992.krn,36,10
deut2243.krn,30,6
deut2257.krn,38,17
deut1986.krn,48,14
deut1776.krn,66,16
deut1762.krn,43,12
deut1789.krn,39,12
deut1951.krn,46,12
deut1945.krn,56,12
deut1979.krn,48,16
deut1825.krn,88,24
deut1831.krn,58,12
deut1819.krn,38,15
deut2135.krn,51,24
deut2121.krn,41,10
deut2109.krn,82,29
deut2108.krn,52,14
deut2120.krn,27,8
deut2134.krn,56,32
deut1818.krn,53,16
deut1830.krn,39,12
deut1824.krn,48,12
deut1978.krn,40,16
deut1944.krn,41,10
deut1950.krn,65,14
deut1788.krn,67,12
deut1763.krn,62,16
deut1777.krn,61,16
deut1987.krn,59,16
deut2256.krn,29,7
deut2242.krn,61,12
deut1993.krn,25,8
deut2097.krn,28,8
deut2083.krn,53,15
deut2068.krn,56,16
deut2054.krn,30,8
deut2040.krn,122,20
deut2056.krn,36,8
deut2042.krn,68,15
deut2095.krn,26,8
deut2081.krn,28,8
deut2254.krn,29,8
deut1985.krn,68,20
deut1991.krn,77,25
deut1749.krn,42,8
deut2240.krn,44,15
deut1761.krn,105,24
deut2268.krn,68,26
deut1775.krn,65,12
deut1946.krn,42,12
deut1952.krn,51,12
deut1832.krn,35,8
deut1826.krn,60,16
deut2122.krn,17,4
deut2136.krn,45,20
deut2137.krn,46,20
deut2123.krn,30,10
deut1827.krn,35,10
deut1833.krn,31,8
deut1953.krn,35,10
deut1947.krn,42,8
deut1774.krn,72,16
deut2269.krn,50,14
deut1760.krn,58,11
deut2241.krn,28,9
deut1748.krn,30,8
deut1990.krn,53,24
deut1984.krn,46,12
deut2255.krn,46,10
deut2080.krn,25,10
deut2094.krn,31,10
deut2043.krn,80,16
deut2057.krn,54,12
deut2018.krn,26,8
deut2030.krn,32,8
deut2024.krn,32,10
deut1707.krn,50,14
deut1713.krn,57,18
deut2232.krn,40,12
deut2226.krn,35,8
deut1908.krn,69,21
deut1920.krn,24,6
deut1934.krn,76,16
deut1673.krn,84,15
deut1667.krn,74,24
deut1897.krn,69,18
deut1883.krn,74,16
deut1868.krn,57,16
deut1854.krn,40,8
deut1840.krn,51,10
deut1698.krn,68,24
deut2178.krn,46,12
deut2144.krn,61,17
deut2150.krn,38,16
deut2187.krn,22,8
deut2193.krn,29,16
deut2192.krn,43,12
deut2186.krn,35,12
deut2151.krn,39,16
deut2145.krn,32,8
deut2179.krn,27,8
deut1699.krn,35,10
deut1841.krn,52,10
deut1855.krn,38,8
deut1869.krn,43,18
deut1882.krn,75,16
deut1896.krn,38,10
deut1666.krn,28,8
deut1672.krn,24,7
deut1935.krn,56,16
deut1921.krn,52,16
deut1909.krn,39,9
deut2227.krn,52,16
deut2233.krn,47,12
deut1712.krn,48,16
deut1706.krn,28,8
deut2025.krn,63,18
deut2031.krn,56,24
deut2019.krn,29,8
deut2027.krn,51,9
deut2033.krn,57,16
deut1710.krn,37,10
deut2219.krn,43,10
deut1704.krn,38,12
deut2225.krn,27,8
deut1738.krn,87,24
deut2231.krn,51,12
deut1937.krn,61,14
deut1923.krn,72,26
deut1664.krn,50,11
deut1670.krn,30,8
deut1658.krn,29,8
deut1880.krn,71,22
deut1894.krn,79,19
deut1843.krn,24,6
deut1857.krn,67,18
deut2153.krn,66,31
deut2147.krn,44,18
deut2190.krn,37,12
deut2184.krn,28,8
deut2185.krn,40,12
deut2191.krn,38,12
deut2146.krn,37,17
deut2152.krn,35,8
deut1856.krn,52,18
deut1842.krn,28,12
deut1895.krn,66,13
deut1881.krn,62,16
deut1659.krn,49,14
deut1671.krn,22,8
deut1665.krn,67,12
deut1922.krn,44,16
deut1936.krn,60,14
deut2230.krn,60,16
deut1739.krn,70,20
deut2224.krn,32,8
deut1705.krn,32,10
deut2218.krn,29,8
deut1711.krn,64,16
deut2032.krn,29,6
deut2026.krn,63,24
deut2022.krn,33,8
deut2036.krn,59,24
deut2220.krn,35,8
deut1729.krn,55,20
deut2234.krn,43,14
deut1715.krn,43,16
deut2208.krn,70,16
deut1701.krn,44,12
deut1932.krn,60,20
deut1926.krn,74,16
deut1885.krn,41,16
deut1649.krn,51,16
deut1891.krn,41,12
deut1661.krn,31,10
deut1675.krn,41,10
deut1846.krn,79,20
deut1852.krn,50,16
deut2156.krn,29,13
deut2142.krn,52,16
deut2195.krn,48,12
deut2181.krn,29,8
deut2180.krn,25,8
deut2194.krn,47,14
deut2143.krn,57,16
deut2157.krn,37,16
deut1853.krn,45,16
deut1847.krn,60,22
deut1674.krn,32,12
deut1660.krn,74,22
deut1890.krn,71,15
deut1648.krn,55,18
deut1884.krn,32,9
deut1927.krn,30,8
deut1933.krn,71,16
deut1700.krn,79,26
deut2209.krn,55,16
deut1714.krn,74,28
deut2235.krn,43,12
deut1728.krn,57,12
deut2221.krn,30,7
deut2037.krn,37,8
deut2023.krn,44,10
deut2035.krn,60,16
deut2021.krn,34,8
deut2009.krn,46,12
deut2237.krn,33,10
deut2223.krn,41,8
deut1702.krn,40,10
deut1716.krn,45,16
deut1925.krn,62,16
deut1931.krn,47,18
deut1919.krn,31,11
deut1892.krn,44,13
deut1886.krn,45,12
deut1676.krn,47,14
deut1662.krn,55,20
deut1851.krn,41,8
deut1689.krn,34,12
deut1845.krn,31,8
deut1879.krn,58,16
deut2141.krn,56,16
deut2155.krn,26,13
deut2169.krn,47,10
deut2182.krn,27,8
deut2196.krn,35,8
deut2197.krn,34,11
deut2183.krn,41,12
deut2168.krn,50,14
deut2154.krn,32,16
deut2140.krn,49,16
deut1878.krn,48,13
deut1844.krn,43,8
deut1688.krn,29,8
deut1850.krn,61,14
deut1663.krn,67,28
deut1677.krn,44,12
deut1887.krn,55,12
deut1893.krn,65,30
deut1918.krn,33,10
deut1930.krn,46,12
deut1924.krn,30,10
deut1717.krn,45,16
deut1703.krn,63,20
deut2222.krn,31,8
deut2236.krn,36,8
deut2008.krn,54,12
deut2020.krn,24,7
deut2034.krn,31,10
deut0148.krn,33,8
deut0160.krn,39,12
deut0174.krn,51,14
deut0438.krn,29,9
deut0404.krn,37,12
deut0362.krn,59,18
deut0376.krn,64,16
deut0410.krn,112,24
deut0389.krn,64,20
deut0558.krn,39,10
deut0216.krn,62,16
deut0202.krn,159,37
deut0564.krn,63,16
deut0028.krn,47,12
deut0014.krn,60,16
deut0001.krn,70,16
deut0015.krn,72,16
deut0029.krn,44,16
deut0203.krn,92,32
deut0565.krn,54,14
deut0217.krn,66,16
deut0559.krn,136,32
deut0388.krn,64,19
deut0377.krn,94,32
deut0411.krn,81,14
deut0405.krn,69,32
deut0363.krn,91,20
deut0439.krn,58,16
deut0175.krn,70,22
deut0161.krn,45,12
deut0149.krn,26,8
deut0177.krn,39,8
deut0163.krn,57,13
deut0188.krn,39,8
deut0349.krn,48,11
deut0413.krn,47,16
deut0375.krn,44,14
deut0361.krn,50,12
deut0407.krn,52,12
deut0229.krn,49,12
deut0201.krn,84,24
deut0215.krn,24,8
deut0003.krn,90,24
